days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,pH,yield_kg_per_m2,variety_Beefsteak,variety_Cherry,variety_Heirloom,variety_Roma
62.0,26.6,24.7,28.4,83.4,610.0,24025.0,10.0,12.2,230.0,63.0,160.0,5.6,5.7,9.45,0,0,1,0
79.0,20.0,18.6,21.4,86.0,938.0,27052.0,10.0,7.9,196.0,105.0,181.0,1.3,6.4,15.51,1,0,0,0
72.0,25.5,23.7,28.0,70.0,608.0,41352.0,15.8,6.7,235.0,55.0,163.0,4.3,7.2,18.13,1,0,0,0
65.0,23.4,21.5,25.6,79.8,,26117.0,11.3,3.5,159.0,63.0,210.0,0.0,6.6,15.43,0,0,1,0
77.0,24.8,22.4,27.2,77.1,684.0,30463.0,11.8,4.5,218.0,113.0,236.0,2.1,6.4,21.08,0,0,0,1
83.0,29.7,28.6,31.9,84.6,811.0,16888.0,10.0,8.7,180.0,57.0,230.0,2.6,7.3,13.56,0,0,1,0
90.0,23.7,22.2,25.8,68.3,704.0,24122.0,10.0,10.0,154.0,97.0,152.0,2.5,5.8,9.65,0,0,1,0
66.0,25.7,24.5,27.3,82.5,827.0,18830.0,10.0,8.6,,,,1.0,6.8,12.09,1,0,0,0
89.0,26.0,24.4,28.0,71.3,896.0,22483.0,10.0,10.4,173.0,100.0,229.0,0.7,7.5,15.8,1,0,0,0
82.0,27.2,26.2,29.0,68.7,1019.0,17284.0,10.0,6.6,189.0,76.0,168.0,3.6,6.0,12.51,0,1,0,0
68.0,26.3,24.5,27.4,89.5,962.0,34512.0,11.2,9.6,173.0,61.0,244.0,0.0,6.6,12.25,0,0,1,0
88.0,23.9,22.8,25.3,81.3,706.0,32141.0,11.6,8.8,201.0,55.0,234.0,2.1,5.9,16.34,0,1,0,0
82.0,28.4,25.3,31.5,74.3,705.0,42043.0,14.2,8.4,177.0,56.0,160.0,2.6,6.9,13.11,1,0,0,0
74.0,25.7,23.4,27.1,70.0,732.0,34902.0,14.7,9.2,185.0,70.0,158.0,4.8,6.0,10.49,1,0,0,0
70.0,28.5,25.9,30.1,70.7,905.0,22687.0,10.0,10.9,157.0,95.0,192.0,1.4,6.1,10.47,1,0,0,0
69.0,24.0,22.2,25.2,68.0,738.0,37815.0,15.7,6.8,174.0,99.0,180.0,1.2,,21.39,1,0,0,0
61.0,24.6,22.9,25.9,82.0,925.0,20222.0,10.0,9.6,172.0,67.0,226.0,0.1,6.5,13.63,0,0,1,0
62.0,22.4,21.0,24.8,78.0,677.0,25650.0,10.0,5.4,181.0,61.0,224.0,1.5,6.9,14.56,1,0,0,0
82.0,25.1,22.8,28.1,85.4,1014.0,34758.0,15.7,6.9,,,,1.2,5.6,16.88,0,0,0,1
61.0,23.2,21.5,24.9,70.2,745.0,42001.0,15.0,5.4,171.0,65.0,159.0,0.0,7.4,22.76,0,1,0,0
80.0,24.6,22.7,27.2,75.5,956.0,18550.0,10.0,5.8,170.0,102.0,239.0,0.6,6.4,17.14,1,0,0,0
80.0,23.3,21.7,25.4,71.9,689.0,32424.0,13.7,4.7,219.0,82.0,174.0,1.6,6.2,20.09,1,0,0,0
64.0,27.4,25.9,28.9,79.2,773.0,29866.0,10.7,7.1,,,,2.2,6.1,20.26,0,0,1,0
79.0,23.5,22.3,25.0,62.6,783.0,24339.0,10.0,5.2,,,,2.4,5.7,16.83,0,1,0,0
75.0,26.2,25.0,27.5,69.5,934.0,13745.0,10.0,5.0,163.0,74.0,171.0,1.7,7.4,17.81,0,0,1,0
78.0,23.6,21.9,25.3,82.8,650.0,36758.0,14.5,4.5,183.0,84.0,152.0,1.3,5.7,20.74,0,1,0,0
61.0,24.6,22.2,26.1,82.9,758.0,21111.0,10.8,10.0,202.0,53.0,184.0,2.3,7.5,12.48,1,0,0,0
82.0,24.5,23.5,27.1,76.3,711.0,37417.0,14.9,7.4,,,,2.4,6.5,14.15,0,0,0,1
63.0,25.0,22.4,27.4,77.1,1160.0,36220.0,15.2,9.3,207.0,57.0,218.0,0.6,7.3,16.1,0,0,0,1
75.0,24.4,23.1,25.6,66.8,798.0,22564.0,13.2,7.3,193.0,108.0,153.0,2.8,6.9,13.41,1,0,0,0
79.0,25.8,24.5,27.3,64.5,844.0,34435.0,13.9,6.0,183.0,73.0,196.0,0.8,6.7,22.47,0,1,0,0
71.0,29.8,28.8,31.1,69.4,914.0,38185.0,13.1,9.0,237.0,53.0,242.0,0.7,,14.94,0,0,0,1
89.0,23.6,22.4,25.2,80.5,850.0,23723.0,10.0,9.7,178.0,92.0,204.0,0.7,6.8,14.41,0,0,1,0
72.0,25.3,24.1,26.3,68.7,851.0,37521.0,16.0,5.6,211.0,61.0,189.0,0.2,5.6,25.74,1,0,0,0
84.0,29.1,27.8,31.4,83.7,805.0,27333.0,11.7,6.9,214.0,63.0,241.0,0.4,7.1,15.57,0,1,0,0
87.0,21.7,20.4,23.1,82.2,784.0,23080.0,10.0,6.0,,,,3.2,6.0,16.74,0,1,0,0
89.0,22.8,21.9,24.3,67.3,780.0,36030.0,15.6,7.2,156.0,103.0,241.0,4.8,7.0,18.22,0,1,0,0
68.0,27.2,25.6,28.6,75.9,606.0,28449.0,11.4,6.0,199.0,84.0,210.0,0.0,7.1,21.31,1,0,0,0
70.0,25.7,23.0,26.7,71.0,1072.0,34019.0,16.0,7.7,185.0,105.0,180.0,0.5,6.7,19.46,0,0,0,1
84.0,26.8,25.4,28.1,82.1,1032.0,21153.0,12.8,7.0,,,,5.3,6.1,13.78,0,1,0,0
89.0,23.3,21.5,25.9,70.4,620.0,35254.0,14.7,9.9,219.0,80.0,242.0,0.4,6.2,16.02,0,1,0,0
60.0,26.0,25.0,28.4,66.8,769.0,48300.0,15.1,5.3,216.0,94.0,230.0,1.8,7.2,22.87,0,0,1,0
66.0,25.9,23.9,27.2,61.5,807.0,24986.0,10.0,7.6,198.0,115.0,197.0,1.5,6.7,15.85,0,0,0,1
67.0,24.2,22.6,25.4,69.0,782.0,31666.0,16.0,7.8,222.0,76.0,209.0,1.4,6.8,15.24,0,0,1,0
62.0,23.7,21.2,25.7,68.9,739.0,34369.0,10.0,5.7,,,,0.9,6.6,20.41,0,1,0,0
76.0,,,,,,,13.0,8.4,,,,1.5,5.6,11.21,0,1,0,0
73.0,23.9,22.5,25.0,66.8,705.0,34158.0,13.6,5.0,222.0,102.0,191.0,0.4,6.5,24.0,0,0,0,1
60.0,25.5,23.9,27.2,66.8,930.0,30798.0,10.3,5.6,161.0,97.0,156.0,0.0,7.0,21.38,1,0,0,0
61.0,23.5,20.6,25.4,83.6,760.0,25393.0,10.0,10.0,218.0,55.0,248.0,1.3,6.5,12.96,0,1,0,0
69.0,24.0,22.3,25.8,76.3,671.0,25175.0,12.6,10.1,217.0,63.0,208.0,3.3,6.8,10.32,1,0,0,0
87.0,27.7,25.8,31.1,65.7,927.0,29690.0,10.0,10.9,,,,0.9,7.1,16.08,0,0,1,0
88.0,25.0,22.9,26.4,65.2,743.0,37320.0,15.9,6.1,210.0,120.0,246.0,3.0,6.6,17.75,0,0,1,0
81.0,27.1,25.0,28.4,86.9,797.0,20700.0,10.0,6.3,216.0,85.0,237.0,1.7,6.6,14.34,1,0,0,0
73.0,24.6,22.9,26.0,75.5,1083.0,23127.0,10.0,9.5,222.0,112.0,220.0,3.7,6.1,10.32,1,0,0,0
78.0,23.9,22.7,25.5,91.5,842.0,22317.0,10.0,6.1,173.0,56.0,224.0,0.0,7.3,19.08,0,1,0,0
78.0,28.3,25.2,32.0,76.9,987.0,25429.0,13.4,6.4,201.0,86.0,176.0,4.3,6.3,18.2,0,0,0,1
82.0,27.3,25.2,28.9,78.0,789.0,36681.0,16.0,10.1,202.0,74.0,229.0,0.0,6.8,15.74,0,0,1,0
67.0,23.5,22.4,25.4,72.6,866.0,39572.0,15.9,8.1,179.0,101.0,195.0,1.9,6.3,12.46,1,0,0,0
80.0,23.9,22.2,27.3,70.9,726.0,36875.0,15.9,10.0,,,,0.3,7.0,14.39,0,1,0,0
72.0,24.1,21.5,26.6,69.4,786.0,35510.0,12.2,10.4,220.0,64.0,198.0,0.3,7.5,16.07,0,1,0,0
89.0,26.3,25.2,27.8,87.5,652.0,43135.0,13.8,9.2,204.0,111.0,152.0,1.5,6.4,14.0,0,1,0,0
82.0,27.8,26.5,29.6,83.5,709.0,22781.0,10.0,5.4,220.0,66.0,227.0,0.0,6.4,15.36,1,0,0,0
73.0,24.3,22.6,26.1,75.0,626.0,33710.0,11.4,10.2,235.0,60.0,207.0,2.5,6.4,15.5,0,0,0,1
74.0,26.9,25.8,27.9,65.7,863.0,38384.0,14.5,8.0,195.0,98.0,235.0,1.6,7.1,15.13,0,0,0,1
74.0,,,,,,,12.0,9.1,229.0,94.0,227.0,2.4,7.0,14.51,0,0,1,0
84.0,22.5,21.2,23.8,76.8,818.0,44697.0,14.4,9.1,211.0,96.0,215.0,1.2,5.5,14.74,1,0,0,0
87.0,22.3,19.6,24.1,76.1,577.0,31569.0,14.9,6.6,159.0,76.0,156.0,0.0,6.0,19.15,0,0,1,0
68.0,27.3,24.9,28.9,82.0,904.0,34189.0,15.8,9.0,177.0,91.0,175.0,1.8,5.8,12.07,0,0,1,0
73.0,23.9,20.7,27.0,81.2,765.0,32509.0,15.9,9.4,,,,1.6,6.8,18.1,0,0,0,1
83.0,24.4,20.9,26.8,72.1,1071.0,26530.0,10.0,7.1,217.0,75.0,187.0,2.6,5.8,14.83,1,0,0,0
82.0,21.6,18.1,24.7,69.8,645.0,35101.0,12.4,6.2,201.0,88.0,179.0,0.6,6.4,23.1,1,0,0,0
75.0,24.5,23.4,25.6,76.4,645.0,37018.0,14.1,4.1,200.0,61.0,233.0,0.8,6.7,23.55,0,1,0,0
65.0,22.4,21.2,24.1,62.7,724.0,28017.0,11.1,8.0,224.0,62.0,210.0,0.8,6.6,15.21,1,0,0,0
75.0,24.1,22.0,26.4,67.1,744.0,33741.0,16.0,8.7,237.0,103.0,186.0,0.0,5.7,16.77,0,0,1,0
86.0,,,,,,,11.2,8.6,182.0,75.0,155.0,0.2,6.0,13.08,0,1,0,0
86.0,28.5,27.4,30.1,78.8,835.0,23654.0,10.0,6.6,234.0,94.0,188.0,0.6,6.4,16.11,0,1,0,0
76.0,26.5,23.5,28.2,78.3,716.0,27634.0,12.3,10.0,199.0,55.0,191.0,0.0,5.5,15.44,0,0,1,0
61.0,24.7,21.9,26.6,77.0,814.0,31678.0,11.0,9.0,,,,0.3,6.1,19.36,0,0,0,1
62.0,24.0,22.9,25.2,69.7,924.0,36701.0,13.9,7.2,208.0,94.0,179.0,2.2,6.2,16.69,1,0,0,0
71.0,27.2,24.2,28.4,87.5,939.0,38600.0,15.8,8.3,226.0,89.0,218.0,0.9,6.9,14.08,0,0,1,0
81.0,27.4,25.6,29.8,81.2,951.0,24313.0,11.0,8.1,188.0,86.0,183.0,3.7,6.3,12.96,0,0,0,1
67.0,25.7,22.8,28.1,68.5,792.0,29750.0,14.4,9.1,,,,0.0,6.6,14.76,0,0,0,1
83.0,24.6,23.1,26.9,79.2,773.0,27802.0,13.4,5.1,202.0,119.0,157.0,1.2,6.5,17.6,0,0,1,0
71.0,24.2,22.8,26.2,82.2,925.0,32943.0,14.9,5.4,220.0,74.0,237.0,3.2,6.7,20.07,0,0,0,1
62.0,24.3,22.3,26.5,63.3,779.0,25613.0,10.0,8.9,223.0,88.0,245.0,1.6,6.3,14.68,0,0,0,1
85.0,26.4,23.8,28.7,79.8,828.0,15765.0,10.0,10.7,244.0,80.0,188.0,4.1,6.1,11.87,0,1,0,0
82.0,27.3,25.5,28.3,85.7,879.0,32432.0,15.0,6.7,167.0,101.0,174.0,0.6,5.6,19.48,0,1,0,0
60.0,25.6,24.2,27.3,68.6,953.0,37010.0,15.9,9.0,182.0,115.0,248.0,1.3,6.2,13.25,0,0,1,0
81.0,21.5,19.4,23.5,73.4,861.0,18562.0,10.0,6.1,185.0,88.0,168.0,4.6,6.5,16.66,0,0,1,0
83.0,27.4,25.3,30.6,85.7,659.0,31529.0,11.5,4.8,215.0,55.0,197.0,3.1,7.0,19.82,0,0,1,0
76.0,24.8,23.0,27.3,82.4,883.0,35521.0,14.2,4.4,185.0,80.0,216.0,1.1,6.9,24.2,0,0,1,0
62.0,26.3,24.9,30.1,62.4,1031.0,27297.0,10.5,9.6,215.0,99.0,199.0,2.9,6.3,14.42,0,1,0,0
65.0,24.8,23.4,26.3,78.8,807.0,35261.0,15.8,6.6,199.0,107.0,223.0,0.1,6.2,22.44,0,0,1,0
88.0,26.8,24.9,28.5,63.8,777.0,40261.0,13.6,7.9,171.0,59.0,152.0,0.5,6.9,15.19,0,0,0,1
82.0,25.0,23.9,26.6,65.7,691.0,25280.0,10.0,5.4,219.0,53.0,213.0,0.2,7.2,19.46,0,0,1,0
83.0,25.7,24.7,27.0,65.0,765.0,18907.0,10.0,6.4,219.0,86.0,165.0,0.6,6.5,19.57,0,1,0,0
60.0,25.8,23.3,28.5,66.2,976.0,29093.0,12.2,7.6,,,,3.2,7.0,14.72,0,0,1,0
83.0,,,,,,,15.0,5.6,176.0,67.0,241.0,0.9,7.0,20.29,0,0,0,1
85.0,27.3,25.6,28.6,82.4,699.0,29439.0,10.5,6.9,175.0,67.0,192.0,0.8,6.1,17.72,0,0,1,0
62.0,,,,,,,11.7,9.7,,,,4.8,6.5,6.47,0,0,0,1
72.0,23.1,21.0,24.5,76.9,1069.0,24173.0,10.0,6.3,249.0,81.0,229.0,2.3,6.5,17.16,0,1,0,0
71.0,21.5,19.0,23.1,68.5,812.0,33693.0,13.8,5.4,197.0,58.0,179.0,0.3,6.4,22.61,0,0,0,1
83.0,22.0,20.1,23.0,77.4,751.0,27261.0,12.3,7.0,229.0,85.0,201.0,1.2,6.3,19.07,0,1,0,0
89.0,22.8,19.8,24.2,84.4,674.0,34664.0,16.0,4.2,248.0,91.0,204.0,5.3,5.5,17.58,0,0,0,1
74.0,23.5,21.5,24.6,75.3,736.0,34734.0,15.9,6.6,,,,0.8,6.9,18.86,0,0,0,1
65.0,25.4,22.4,28.7,75.7,1070.0,15912.0,10.0,5.8,160.0,94.0,195.0,0.0,5.8,16.63,0,1,0,0
72.0,25.1,24.0,27.1,73.4,616.0,40227.0,13.9,6.5,171.0,54.0,242.0,3.5,6.2,19.19,0,0,0,1
78.0,26.5,25.1,27.9,77.0,885.0,37884.0,12.6,8.8,188.0,62.0,212.0,2.2,6.5,11.53,1,0,0,0
74.0,28.9,27.5,30.2,62.9,768.0,40346.0,14.9,11.1,218.0,75.0,197.0,5.3,6.8,9.99,0,0,1,0
62.0,26.3,23.9,28.5,74.1,696.0,25193.0,10.0,11.2,152.0,74.0,207.0,0.0,6.0,13.5,0,0,1,0
60.0,28.0,25.2,29.1,76.1,772.0,28697.0,10.0,10.2,203.0,65.0,225.0,2.4,6.6,14.2,0,0,1,0
67.0,24.2,21.8,25.6,74.9,856.0,28023.0,11.1,9.4,,,,3.8,5.9,12.13,0,1,0,0
67.0,22.4,20.5,23.9,68.1,667.0,31144.0,14.5,5.8,246.0,93.0,191.0,0.2,6.5,25.18,0,0,1,0
83.0,24.9,23.6,26.0,72.1,795.0,20145.0,10.0,6.5,153.0,90.0,228.0,1.1,6.7,14.06,0,0,1,0
72.0,26.5,23.7,28.9,82.1,869.0,40779.0,14.2,7.4,195.0,70.0,212.0,0.0,6.5,18.93,0,1,0,0
84.0,,,,,,,15.0,7.3,237.0,79.0,215.0,1.8,6.4,21.92,1,0,0,0
72.0,21.9,20.7,24.7,69.8,753.0,25155.0,10.4,7.8,243.0,83.0,180.0,2.0,5.8,13.12,1,0,0,0
64.0,21.2,19.1,22.3,81.6,902.0,30264.0,15.3,7.0,,,,1.8,6.5,19.18,1,0,0,0
67.0,22.6,20.8,24.1,66.0,1174.0,28600.0,10.7,7.7,215.0,91.0,219.0,4.1,6.5,15.6,0,0,0,1
62.0,29.7,28.2,30.8,86.5,856.0,36313.0,14.7,7.4,234.0,54.0,187.0,2.7,,15.52,0,0,0,1
71.0,25.5,22.6,28.6,68.9,1087.0,36960.0,16.0,8.0,179.0,94.0,157.0,5.0,5.9,15.27,0,0,1,0
75.0,24.7,22.2,26.3,60.7,1050.0,27104.0,10.0,6.3,204.0,53.0,207.0,1.0,6.4,19.97,1,0,0,0
80.0,24.5,23.3,25.5,71.5,687.0,39544.0,15.7,7.4,203.0,101.0,159.0,0.0,6.8,21.09,0,1,0,0
60.0,22.9,19.6,25.8,67.6,821.0,32405.0,11.5,6.9,152.0,116.0,165.0,2.7,6.8,13.1,0,0,0,1
77.0,21.9,20.1,24.3,67.3,855.0,15805.0,10.0,3.8,227.0,68.0,220.0,3.8,7.0,16.08,1,0,0,0
77.0,26.2,25.0,29.2,68.6,771.0,22504.0,10.0,8.8,212.0,111.0,207.0,1.0,6.6,14.03,0,0,1,0
75.0,26.6,25.0,28.0,83.8,705.0,29122.0,11.6,11.2,163.0,100.0,191.0,3.2,5.7,14.21,0,0,0,1
90.0,23.3,22.1,25.0,66.5,865.0,38323.0,15.7,7.1,162.0,64.0,199.0,0.0,6.2,22.04,1,0,0,0
65.0,25.3,22.9,26.4,66.8,700.0,31073.0,12.0,6.3,,,,1.1,6.1,16.65,0,1,0,0
81.0,27.1,25.5,28.5,65.2,704.0,39064.0,16.0,6.1,170.0,93.0,229.0,4.2,7.0,18.57,1,0,0,0
66.0,24.1,21.1,27.5,88.1,1002.0,41131.0,15.2,8.8,172.0,108.0,212.0,2.6,6.9,14.01,0,0,0,1
80.0,26.3,25.0,28.0,73.6,761.0,37005.0,15.8,6.5,191.0,58.0,199.0,1.9,7.0,18.98,1,0,0,0
68.0,24.5,23.4,25.5,87.1,856.0,34286.0,13.2,6.7,233.0,77.0,190.0,2.7,6.5,20.96,1,0,0,0
61.0,25.6,22.4,27.1,83.0,716.0,38544.0,15.9,5.5,207.0,89.0,153.0,0.6,6.4,25.25,0,1,0,0
85.0,22.7,21.6,24.5,75.1,819.0,34600.0,12.4,4.5,168.0,60.0,198.0,0.4,6.5,21.34,1,0,0,0
71.0,23.2,21.7,25.0,73.8,991.0,27234.0,11.5,6.2,,,,0.5,6.7,16.72,0,1,0,0
90.0,28.6,25.3,31.6,72.4,823.0,36403.0,10.7,7.7,217.0,94.0,169.0,1.2,7.1,18.16,1,0,0,0
65.0,25.2,22.7,28.6,76.9,822.0,25645.0,10.0,9.5,157.0,68.0,183.0,0.2,6.4,18.13,0,0,1,0
89.0,24.1,22.9,25.3,83.0,587.0,27572.0,10.4,11.7,157.0,53.0,196.0,0.0,6.6,13.49,0,1,0,0
83.0,25.3,22.2,28.0,78.6,934.0,34623.0,14.3,6.9,182.0,99.0,207.0,4.3,7.5,16.39,0,0,1,0
71.0,27.7,25.8,29.2,88.4,593.0,30386.0,15.4,12.0,237.0,85.0,240.0,0.0,6.8,17.22,1,0,0,0
71.0,25.5,24.3,26.9,71.4,534.0,33222.0,13.5,7.5,160.0,93.0,244.0,0.8,7.8,17.27,0,1,0,0
79.0,26.5,25.4,27.6,73.9,931.0,29633.0,12.4,9.3,167.0,113.0,222.0,0.5,6.2,17.84,1,0,0,0
74.0,24.2,21.8,25.4,70.3,670.0,28622.0,10.0,4.3,173.0,63.0,207.0,0.6,6.3,21.34,0,0,0,1
76.0,25.0,21.9,27.7,78.8,674.0,27299.0,10.0,11.0,179.0,119.0,211.0,4.2,6.5,13.43,1,0,0,0
88.0,26.3,25.1,27.7,66.4,945.0,19760.0,10.0,7.7,161.0,86.0,238.0,3.0,6.6,15.33,0,1,0,0
67.0,23.8,21.4,26.1,82.2,828.0,31809.0,10.1,9.1,163.0,75.0,230.0,1.2,7.7,12.88,0,1,0,0
80.0,25.3,23.9,26.6,75.3,612.0,24361.0,10.0,9.9,179.0,60.0,224.0,0.0,6.8,11.85,1,0,0,0
68.0,24.1,22.7,25.8,89.1,710.0,37816.0,12.6,9.0,194.0,104.0,151.0,0.5,6.3,16.29,0,0,0,1
81.0,25.8,22.2,28.6,73.8,1059.0,24833.0,11.2,8.6,194.0,59.0,157.0,0.3,6.7,12.95,0,1,0,0
68.0,21.1,20.0,22.2,84.5,821.0,26405.0,10.0,6.8,159.0,68.0,189.0,2.4,6.6,13.07,0,1,0,0
86.0,23.5,21.9,24.5,69.3,974.0,34765.0,13.6,4.4,198.0,52.0,234.0,5.5,,18.04,0,0,0,1
77.0,26.1,22.5,30.0,77.3,453.0,22510.0,10.0,9.3,175.0,80.0,210.0,1.9,6.9,14.4,0,1,0,0
82.0,26.5,23.4,29.6,69.7,719.0,41573.0,14.7,4.6,195.0,61.0,189.0,4.3,6.0,22.1,0,1,0,0
76.0,19.7,17.7,20.7,73.8,884.0,37941.0,14.7,8.8,227.0,76.0,218.0,1.1,6.1,15.51,0,0,1,0
61.0,28.5,26.4,30.5,75.9,928.0,29377.0,12.6,8.4,248.0,117.0,173.0,0.8,6.0,12.55,0,0,0,1
89.0,24.2,21.7,25.6,74.5,836.0,47756.0,15.1,5.8,185.0,60.0,250.0,0.8,7.6,25.61,1,0,0,0
90.0,26.5,25.2,27.9,71.8,812.0,46689.0,14.7,5.4,160.0,69.0,207.0,4.0,6.0,19.55,0,0,1,0
76.0,26.0,24.1,28.9,68.0,864.0,29703.0,14.3,6.4,191.0,85.0,209.0,1.8,6.2,17.57,0,0,0,1
80.0,,,,,,,16.0,8.1,165.0,80.0,187.0,3.6,6.7,11.53,0,0,0,1
68.0,24.0,22.7,27.1,77.1,848.0,37346.0,11.7,7.3,203.0,85.0,161.0,0.0,6.6,16.12,1,0,0,0
81.0,26.0,24.2,27.7,71.6,914.0,16922.0,10.0,10.5,190.0,61.0,224.0,1.3,5.9,13.46,1,0,0,0
79.0,23.8,21.5,25.4,76.1,697.0,20092.0,10.0,8.7,176.0,107.0,222.0,2.7,6.2,13.34,0,0,0,1
72.0,25.3,21.9,27.9,76.9,832.0,30225.0,10.0,7.0,178.0,90.0,248.0,0.0,6.6,18.08,0,0,1,0
71.0,24.7,23.1,27.3,65.9,770.0,17396.0,11.5,6.1,202.0,111.0,177.0,2.0,6.3,20.29,1,0,0,0
69.0,23.4,21.4,25.4,71.2,908.0,29064.0,12.4,8.5,,,,,7.3,13.79,0,0,1,0
74.0,27.4,24.2,28.5,62.5,639.0,38795.0,13.8,6.4,214.0,73.0,213.0,3.1,6.9,19.85,0,0,0,1
82.0,25.0,23.1,27.4,74.2,601.0,39412.0,15.4,9.2,233.0,81.0,250.0,4.6,5.9,10.4,0,0,1,0
78.0,22.1,19.7,23.3,77.0,989.0,24139.0,10.0,4.9,221.0,67.0,189.0,0.9,6.4,22.79,1,0,0,0
86.0,28.6,26.6,30.8,76.2,763.0,36423.0,14.6,8.5,155.0,58.0,202.0,3.2,5.9,9.99,0,0,0,1
78.0,26.4,23.8,29.2,84.5,864.0,42016.0,14.6,8.7,180.0,80.0,216.0,0.0,6.5,15.6,0,0,1,0
84.0,28.2,26.1,30.1,69.8,742.0,22596.0,10.8,9.2,214.0,65.0,236.0,4.9,6.8,6.96,1,0,0,0
83.0,25.3,23.1,28.8,80.6,665.0,47759.0,14.9,9.1,171.0,107.0,245.0,1.3,6.6,19.11,1,0,0,0
63.0,25.0,23.1,26.6,82.3,1054.0,28350.0,10.0,8.6,183.0,100.0,174.0,0.3,7.4,16.77,0,0,0,1
86.0,22.8,21.4,24.8,73.0,987.0,32659.0,13.7,8.5,238.0,102.0,189.0,1.5,6.4,16.15,1,0,0,0
68.0,25.0,23.3,26.1,57.5,701.0,39033.0,10.0,10.9,174.0,54.0,200.0,3.6,6.7,13.2,0,0,0,1
75.0,28.1,26.2,30.3,67.7,728.0,17975.0,10.1,7.5,187.0,102.0,225.0,5.1,,14.51,0,1,0,0
65.0,28.3,26.3,30.1,73.2,695.0,18995.0,10.0,12.3,242.0,93.0,180.0,1.9,6.7,11.73,0,0,1,0
83.0,25.6,22.8,27.8,69.0,836.0,34426.0,12.1,7.7,162.0,94.0,241.0,5.2,7.2,11.28,0,0,1,0
80.0,22.8,21.4,24.7,81.6,622.0,21502.0,10.0,7.1,248.0,109.0,178.0,0.2,6.1,17.84,0,0,0,1
82.0,26.1,23.6,28.2,56.6,912.0,29690.0,11.6,10.4,201.0,52.0,185.0,4.5,6.7,11.24,0,0,1,0
72.0,25.3,23.8,27.1,83.6,727.0,35597.0,14.3,5.7,182.0,100.0,246.0,3.4,6.1,19.06,0,0,0,1
77.0,24.9,23.5,25.9,81.2,752.0,38636.0,15.6,7.8,216.0,116.0,247.0,2.5,6.6,20.42,0,1,0,0
82.0,27.3,25.1,31.1,79.5,766.0,30457.0,13.9,10.0,,,,1.3,6.0,12.05,1,0,0,0
75.0,22.6,21.1,24.1,88.8,809.0,22069.0,10.0,7.4,193.0,89.0,232.0,0.9,6.2,14.57,1,0,0,0
78.0,24.5,23.3,26.6,71.2,822.0,21531.0,10.0,7.7,155.0,90.0,218.0,4.6,6.5,12.55,0,0,0,1
66.0,25.7,24.4,28.9,91.8,1001.0,42845.0,15.1,8.1,204.0,70.0,195.0,2.0,7.0,15.89,0,0,0,1
84.0,23.4,21.8,26.0,76.9,904.0,21376.0,10.0,7.8,156.0,96.0,176.0,0.0,6.5,16.54,0,0,0,1
70.0,26.0,24.7,28.0,82.1,872.0,20636.0,10.0,9.7,217.0,84.0,235.0,1.9,6.3,14.7,0,1,0,0
64.0,26.6,23.3,28.1,76.5,593.0,20222.0,10.0,11.1,200.0,83.0,184.0,1.0,6.8,8.91,0,1,0,0
90.0,24.5,22.8,26.1,72.8,847.0,32109.0,11.0,6.7,168.0,94.0,250.0,1.1,6.9,20.48,0,1,0,0
68.0,26.4,25.2,27.5,63.3,1044.0,40155.0,13.8,12.1,210.0,74.0,163.0,0.5,6.5,17.16,1,0,0,0
71.0,26.0,23.8,28.2,86.4,807.0,22774.0,10.0,8.0,157.0,101.0,210.0,1.0,6.4,13.37,0,0,1,0
64.0,27.6,25.6,29.5,69.8,839.0,32066.0,12.3,10.3,201.0,106.0,227.0,3.3,6.9,11.24,1,0,0,0
75.0,25.7,23.0,26.8,78.3,764.0,47090.0,15.4,6.1,241.0,79.0,213.0,5.5,6.6,24.28,0,0,1,0
81.0,,,,,,,15.4,4.8,164.0,68.0,221.0,3.2,6.5,21.1,0,0,0,1
88.0,23.4,21.7,25.5,85.9,844.0,34578.0,10.8,4.0,174.0,92.0,153.0,3.3,6.1,15.37,0,0,0,1
72.0,,,,,,,14.8,9.3,221.0,118.0,240.0,5.0,6.4,12.68,0,0,0,1
84.0,24.1,22.2,27.2,78.1,1109.0,33694.0,15.7,6.9,161.0,98.0,197.0,1.5,6.3,21.35,1,0,0,0
70.0,24.5,22.9,26.0,76.9,651.0,38854.0,15.0,8.4,193.0,103.0,224.0,3.9,5.8,9.77,1,0,0,0
63.0,23.1,21.5,24.3,83.6,542.0,34046.0,10.0,4.4,203.0,72.0,208.0,2.1,6.6,22.37,0,0,0,1
68.0,23.8,22.5,26.8,88.5,819.0,19545.0,10.9,6.0,195.0,94.0,191.0,2.8,6.5,15.79,0,0,0,1
80.0,,,,,,,12.9,5.0,238.0,64.0,229.0,0.6,6.8,24.69,1,0,0,0
66.0,23.3,21.8,24.9,63.6,840.0,27206.0,10.0,7.3,174.0,86.0,201.0,1.2,6.3,20.08,1,0,0,0
69.0,25.8,24.3,27.6,76.1,868.0,22051.0,10.0,6.7,162.0,94.0,244.0,1.2,6.4,19.27,0,0,1,0
62.0,21.3,19.8,23.0,70.3,907.0,12542.0,10.0,8.4,224.0,58.0,218.0,1.4,6.2,12.72,1,0,0,0
